waktu,sensor_id,lokasi,co,co2,suhu,kelembaban
2026-06-05 11:30:00,EM001,Bengkel Alat Berat,22.37,889.004,36.527,66.416
2026-06-05 11:35:00,EM001,Bengkel Alat Berat,19.275,845.269,34.701,64.72
2026-06-05 11:40:00,EM001,Bengkel Alat Berat,18.27,731.463,33.196,73.785
2026-06-05 11:45:00,EM001,Bengkel Alat Berat,17.168,713.53,33.749,71.121
2026-06-05 11:50:00,EM001,Bengkel Alat Berat,16.069,705.805,33.351,76.46
2026-06-05 11:55:00,EM001,Bengkel Alat Berat,16.745,781.955,32.273,70.514
2026-06-05 12:00:00,EM001,Bengkel Alat Berat,18.672,775.804,35.865,69.86
2026-06-05 12:05:00,EM001,Bengkel Alat Berat,22.706,853.644,34.691,69.831
2026-06-05 12:10:00,EM001,Bengkel Alat Berat,28.062,850.244,34.222,68.433
2026-06-05 12:15:00,EM001,Bengkel Alat Berat,30.877,1036.458,36.183,66.183
2026-06-05 12:20:00,EM001,Bengkel Alat Berat,34.262,1089.198,37.759,64.067
2026-06-05 12:25:00,EM001,Bengkel Alat Berat,37.905,1188.654,38.672,64.219
2026-06-05 12:30:00,EM001,Bengkel Alat Berat,35.304,1175.193,35.908,65.444
2026-06-05 12:35:00,EM001,Bengkel Alat Berat,29.605,1039.255,36.816,67.619
2026-06-05 12:40:00,EM001,Bengkel Alat Berat,26.245,916.791,33.838,73.83
2026-06-05 12:45:00,EM001,Bengkel Alat Berat,21.844,852.728,36.792,69.778
2026-06-05 12:50:00,EM001,Bengkel Alat Berat,19.439,815.472,34.06,69.525
2026-06-05 12:55:00,EM001,Bengkel Alat Berat,15.115,757.327,34.504,76.255
2026-06-05 13:00:00,EM001,Bengkel Alat Berat,14.048,643.709,33.773,79.89
2026-06-05 13:05:00,EM001,Bengkel Alat Berat,13.451,667.619,34.599,69.863
2026-06-05 13:10:00,EM001,Bengkel Alat Berat,15.134,729.688,34.225,65.683
2026-06-05 13:15:00,EM001,Bengkel Alat Berat,19.081,820.339,33.937,71.105
2026-06-05 13:20:00,EM001,Bengkel Alat Berat,23.785,946.279,33.343,73.534
2026-06-05 13:25:00,EM001,Bengkel Alat Berat,27.941,984.987,36.093,72.527
2026-06-05 13:30:00,EM001,Bengkel Alat Berat,36.454,1175.891,36.025,64.249
2026-06-05 13:35:00,EM001,Bengkel Alat Berat,41.177,1217.95,34.633,67.061
2026-06-05 13:40:00,EM001,Bengkel Alat Berat,42.978,1377.384,34.884,65.771
2026-06-05 13:45:00,EM001,Bengkel Alat Berat,39.218,1320.331,36.77,69.262
2026-06-05 13:50:00,EM001,Bengkel Alat Berat,32.972,1122.515,34.395,65.892
2026-06-05 13:55:00,EM001,Bengkel Alat Berat,27.706,951.546,33.584,64.155
2026-06-05 14:00:00,EM001,Bengkel Alat Berat,20.847,852.394,35.776,64.588
2026-06-05 14:05:00,EM001,Bengkel Alat Berat,17.015,857.309,33.524,70.899
2026-06-05 14:10:00,EM001,Bengkel Alat Berat,12.308,698.021,31.46,72.325
2026-06-05 14:15:00,EM001,Bengkel Alat Berat,13.094,779.475,31.831,68.982
2026-06-05 14:20:00,EM001,Bengkel Alat Berat,16.292,714.502,36.261,77.88
2026-06-05 14:25:00,EM001,Bengkel Alat Berat,20.6,776.69,31.686,69.316
2026-06-05 14:30:00,EM001,Bengkel Alat Berat,23.696,886.293,35.512,70.091
2026-06-05 14:35:00,EM001,Bengkel Alat Berat,22.284,858.999,33.458,70.838
2026-06-05 14:40:00,EM001,Bengkel Alat Berat,20.01,859.493,35.9,66.019
2026-06-05 14:45:00,EM001,Bengkel Alat Berat,16.967,766.125,33.042,72.115
2026-06-05 14:50:00,EM001,Bengkel Alat Berat,16.225,782.976,34.742,71.593
2026-06-05 14:55:00,EM001,Bengkel Alat Berat,15.72,733.528,34.093,76.264
2026-06-05 15:00:00,EM001,Bengkel Alat Berat,17.078,750.748,33.151,72.997
2026-06-05 15:05:00,EM001,Bengkel Alat Berat,20.99,808.361,36.515,64.484
2026-06-05 15:10:00,EM001,Bengkel Alat Berat,22.949,878.589,33.982,75.579
2026-06-05 15:15:00,EM001,Bengkel Alat Berat,26.929,934.506,35.437,62.552
2026-06-05 15:20:00,EM001,Bengkel Alat Berat,30.058,1060.116,34.899,64.779
2026-06-05 15:25:00,EM001,Bengkel Alat Berat,36.833,1158.971,36.847,64.798
2026-06-05 15:30:00,EM001,Bengkel Alat Berat,37.636,1142.044,34.952,62.285
2026-06-05 15:35:00,EM001,Bengkel Alat Berat,33.159,1073.644,33.748,66.579
2026-06-05 15:40:00,EM001,Bengkel Alat Berat,30.282,1121.433,34.648,67.794
2026-06-05 15:45:00,EM001,Bengkel Alat Berat,26.325,950.253,36.248,70.109
2026-06-05 15:50:00,EM001,Bengkel Alat Berat,22.288,871.001,34.302,65.225
2026-06-05 15:55:00,EM001,Bengkel Alat Berat,18.388,799.598,32.949,71.232
2026-06-05 16:00:00,EM001,Bengkel Alat Berat,16.766,732.395,34.487,68.063
2026-06-05 16:05:00,EM001,Bengkel Alat Berat,13.829,690.395,34.716,70.045
2026-06-05 16:10:00,EM001,Bengkel Alat Berat,13.526,683.218,32.922,68.39
2026-06-05 16:15:00,EM001,Bengkel Alat Berat,16.162,766.498,34.473,77.358
2026-06-05 16:20:00,EM001,Bengkel Alat Berat,21.144,809.913,34.061,71.315
2026-06-05 16:25:00,EM001,Bengkel Alat Berat,24.162,962.919,35.506,69.708
2026-06-05 16:30:00,EM001,Bengkel Alat Berat,30.824,1100.981,35.743,67.693
2026-06-05 16:35:00,EM001,Bengkel Alat Berat,38.173,1194.507,35.538,67.014
2026-06-05 16:40:00,EM001,Bengkel Alat Berat,42.328,1298.525,34.519,61.928
2026-06-05 16:45:00,EM001,Bengkel Alat Berat,43.403,1307.518,35.852,66.65
2026-06-05 16:50:00,EM001,Bengkel Alat Berat,39.73,1259.82,34.522,64.781
2026-06-05 16:55:00,EM001,Bengkel Alat Berat,34.799,1146.654,34.762,67.433
2026-06-05 17:00:00,EM001,Bengkel Alat Berat,30.463,979.31,34.321,67.527
2026-06-05 17:05:00,EM001,Bengkel Alat Berat,23.085,884.618,34.856,65.016
2026-06-05 17:10:00,EM001,Bengkel Alat Berat,17.307,795.221,34.173,68.415
2026-06-05 17:15:00,EM001,Bengkel Alat Berat,11.915,681.66,34.692,72.71
2026-06-05 17:20:00,EM001,Bengkel Alat Berat,14.223,694.619,34.778,73.082
2026-06-05 17:25:00,EM001,Bengkel Alat Berat,17.589,781.689,35.21,70.72
2026-06-05 17:30:00,EM001,Bengkel Alat Berat,21.206,854.883,33.892,68.24
2026-06-05 17:35:00,EM001,Bengkel Alat Berat,24.174,925.116,34.04,68.794
2026-06-05 17:40:00,EM001,Bengkel Alat Berat,21.917,792.908,34.693,68.566
2026-06-05 17:45:00,EM001,Bengkel Alat Berat,19.872,877.008,33.108,67.691
2026-06-05 17:50:00,EM001,Bengkel Alat Berat,16.119,774.803,33.954,68.572
2026-06-05 17:55:00,EM001,Bengkel Alat Berat,16.709,775.819,34.307,69.947
2026-06-05 18:00:00,EM001,Bengkel Alat Berat,15.616,719.431,32.887,67.057
2026-06-05 18:05:00,EM001,Bengkel Alat Berat,16.7,782.941,37.423,71.175
2026-06-05 18:10:00,EM001,Bengkel Alat Berat,19.388,771.607,35.466,65.059
2026-06-05 18:15:00,EM001,Bengkel Alat Berat,23.506,908.783,35.611,68.394
2026-06-05 18:20:00,EM001,Bengkel Alat Berat,27.61,956.496,34.298,73.033
2026-06-05 18:25:00,EM001,Bengkel Alat Berat,30.564,1051.651,32.337,70.421
2026-06-05 18:30:00,EM001,Bengkel Alat Berat,37.056,1101.313,36.907,67.474
2026-06-05 18:35:00,EM001,Bengkel Alat Berat,37.023,1205.824,35.223,63.417
2026-06-05 18:40:00,EM001,Bengkel Alat Berat,35.533,1163.665,34.983,64.063
2026-06-05 18:45:00,EM001,Bengkel Alat Berat,29.225,1080.771,34.176,67.956
2026-06-05 18:50:00,EM001,Bengkel Alat Berat,26.777,956.611,36.622,67.172
2026-06-05 18:55:00,EM001,Bengkel Alat Berat,21.812,845.601,36.216,66.884
2026-06-05 19:00:00,EM001,Bengkel Alat Berat,19.266,817.661,33.047,68.295
2026-06-05 19:05:00,EM001,Bengkel Alat Berat,16.885,766.13,32.724,71.867
2026-06-05 19:10:00,EM001,Bengkel Alat Berat,13.918,808.095,34.287,70.904
2026-06-05 19:15:00,EM001,Bengkel Alat Berat,13.738,639.187,33.928,77.744
2026-06-05 19:20:00,EM001,Bengkel Alat Berat,15.926,688.694,33.56,75.131
2026-06-05 19:25:00,EM001,Bengkel Alat Berat,20.301,792.486,33.554,68.433
2026-06-05 19:30:00,EM001,Bengkel Alat Berat,25.361,969.246,36.473,70.259
2026-06-05 19:35:00,EM001,Bengkel Alat Berat,28.402,975.289,36.257,64.34
2026-06-05 19:40:00,EM001,Bengkel Alat Berat,35.675,1163.991,34.362,64.255
2026-06-05 19:45:00,EM001,Bengkel Alat Berat,41.842,1305.787,38.05,67.603
2026-06-05 19:50:00,EM001,Bengkel Alat Berat,45.133,1319.407,35.224,63.672
2026-06-05 19:55:00,EM001,Bengkel Alat Berat,40.656,1266.831,33.251,63.926
2026-06-05 20:00:00,EM001,Bengkel Alat Berat,35.638,1123.549,33.771,73.314
2026-06-05 20:05:00,EM001,Bengkel Alat Berat,27.968,995.066,35.864,67.0
2026-06-05 20:10:00,EM001,Bengkel Alat Berat,22.331,965.532,36.3,71.269
2026-06-05 20:15:00,EM001,Bengkel Alat Berat,18.415,767.894,36.158,67.639
2026-06-05 20:20:00,EM001,Bengkel Alat Berat,12.136,635.409,30.765,73.929
2026-06-05 20:25:00,EM001,Bengkel Alat Berat,13.547,653.508,34.735,78.106
2026-06-05 20:30:00,EM001,Bengkel Alat Berat,17.945,752.178,34.412,73.521
2026-06-05 20:35:00,EM001,Bengkel Alat Berat,21.943,808.732,34.848,70.842
2026-06-05 20:40:00,EM001,Bengkel Alat Berat,24.532,905.156,35.031,72.808
2026-06-05 20:45:00,EM001,Bengkel Alat Berat,23.064,886.614,37.407,67.933
2026-06-05 20:50:00,EM001,Bengkel Alat Berat,21.298,848.012,39.353,66.661
2026-06-05 20:55:00,EM001,Bengkel Alat Berat,17.504,803.234,35.048,75.46
2026-06-05 21:00:00,EM001,Bengkel Alat Berat,15.572,777.148,35.79,73.001
2026-06-05 21:05:00,EM001,Bengkel Alat Berat,14.423,760.543,35.672,73.727
2026-06-05 21:10:00,EM001,Bengkel Alat Berat,17.139,766.874,34.192,72.82
2026-06-05 21:15:00,EM001,Bengkel Alat Berat,20.025,782.508,33.245,67.894
2026-06-05 21:20:00,EM001,Bengkel Alat Berat,23.204,879.051,35.301,70.382
2026-06-05 21:25:00,EM001,Bengkel Alat Berat,26.322,1005.695,35.021,66.821
2026-06-05 21:30:00,EM001,Bengkel Alat Berat,31.598,945.07,34.668,69.629
2026-06-05 21:35:00,EM001,Bengkel Alat Berat,32.568,1149.173,38.282,65.025
2026-06-05 21:40:00,EM001,Bengkel Alat Berat,38.444,1232.821,35.72,67.256
2026-06-05 21:45:00,EM001,Bengkel Alat Berat,33.087,1098.603,34.849,66.905
2026-06-05 21:50:00,EM001,Bengkel Alat Berat,31.39,1042.267,33.79,64.098
2026-06-05 21:55:00,EM001,Bengkel Alat Berat,26.41,1030.814,35.754,66.948
2026-06-05 22:00:00,EM001,Bengkel Alat Berat,22.674,871.57,34.273,66.355
2026-06-05 22:05:00,EM001,Bengkel Alat Berat,20.07,736.714,35.601,68.702
2026-06-05 22:10:00,EM001,Bengkel Alat Berat,15.737,811.446,33.126,69.069
2026-06-05 22:15:00,EM001,Bengkel Alat Berat,13.927,721.753,33.301,67.467
2026-06-05 22:20:00,EM001,Bengkel Alat Berat,12.55,725.365,33.901,73.299
2026-06-05 22:25:00,EM001,Bengkel Alat Berat,15.833,720.479,36.388,70.466
2026-06-05 22:30:00,EM001,Bengkel Alat Berat,19.645,855.953,33.503,68.335
2026-06-05 22:35:00,EM001,Bengkel Alat Berat,25.01,920.01,35.363,74.773
2026-06-05 22:40:00,EM001,Bengkel Alat Berat,30.403,932.024,35.963,68.103
2026-06-05 22:45:00,EM001,Bengkel Alat Berat,36.063,1161.314,35.959,66.859
2026-06-05 22:50:00,EM001,Bengkel Alat Berat,43.03,1252.245,35.116,73.983
2026-06-05 22:55:00,EM001,Bengkel Alat Berat,43.711,1365.448,34.598,65.303
2026-06-05 23:00:00,EM001,Bengkel Alat Berat,38.507,1227.876,37.817,67.246
2026-06-05 23:05:00,EM001,Bengkel Alat Berat,34.773,1040.65,38.43,63.806
2026-06-05 23:10:00,EM001,Bengkel Alat Berat,29.712,1020.045,36.115,65.674
2026-06-05 23:15:00,EM001,Bengkel Alat Berat,23.139,873.235,34.941,68.31
2026-06-05 23:20:00,EM001,Bengkel Alat Berat,16.532,835.897,34.288,68.643
2026-06-05 23:25:00,EM001,Bengkel Alat Berat,11.731,689.75,32.302,66.415
2026-06-05 23:30:00,EM001,Bengkel Alat Berat,14.228,724.743,33.729,68.694
2026-06-05 23:35:00,EM001,Bengkel Alat Berat,17.06,715.478,32.987,68.868
2026-06-05 23:40:00,EM001,Bengkel Alat Berat,21.709,808.106,34.177,75.473
2026-06-05 23:45:00,EM001,Bengkel Alat Berat,24.338,922.339,34.679,67.354
2026-06-05 23:50:00,EM001,Bengkel Alat Berat,20.076,903.712,35.628,68.506
2026-06-05 23:55:00,EM001,Bengkel Alat Berat,19.89,854.44,32.636,68.348
2026-06-06 00:00:00,EM001,Bengkel Alat Berat,17.182,845.98,35.708,63.832
2026-06-06 00:05:00,EM001,Bengkel Alat Berat,15.031,746.03,33.554,67.239
2026-06-06 00:10:00,EM001,Bengkel Alat Berat,16.167,729.001,34.646,70.007
2026-06-06 00:15:00,EM001,Bengkel Alat Berat,17.491,748.435,33.911,72.735
2026-06-06 00:20:00,EM001,Bengkel Alat Berat,18.697,861.744,34.953,73.587
2026-06-06 00:25:00,EM001,Bengkel Alat Berat,22.011,847.505,33.373,69.691
2026-06-06 00:30:00,EM001,Bengkel Alat Berat,27.071,932.352,33.964,64.555
2026-06-06 00:35:00,EM001,Bengkel Alat Berat,30.94,1001.004,34.818,71.146
2026-06-06 00:40:00,EM001,Bengkel Alat Berat,34.885,1155.882,35.33,66.646
2026-06-06 00:45:00,EM001,Bengkel Alat Berat,37.916,1099.872,38.48,64.649
2026-06-06 00:50:00,EM001,Bengkel Alat Berat,35.015,1086.309,35.763,63.712
2026-06-06 00:55:00,EM001,Bengkel Alat Berat,31.483,1063.079,36.123,70.64
2026-06-06 01:00:00,EM001,Bengkel Alat Berat,27.203,989.389,33.198,66.108
2026-06-06 01:05:00,EM001,Bengkel Alat Berat,21.117,905.609,35.038,65.162
2026-06-06 01:10:00,EM001,Bengkel Alat Berat,18.857,770.993,34.427,65.365
2026-06-06 01:15:00,EM001,Bengkel Alat Berat,16.338,771.49,36.702,73.408
2026-06-06 01:20:00,EM001,Bengkel Alat Berat,13.763,733.233,32.005,69.228
2026-06-06 01:25:00,EM001,Bengkel Alat Berat,13.173,630.432,33.75,69.062
2026-06-06 01:30:00,EM001,Bengkel Alat Berat,16.065,708.099,34.679,71.055
2026-06-06 01:35:00,EM001,Bengkel Alat Berat,21.12,820.221,33.439,69.309
2026-06-06 01:40:00,EM001,Bengkel Alat Berat,23.656,934.946,35.826,75.815
2026-06-06 01:45:00,EM001,Bengkel Alat Berat,29.254,1018.967,34.682,68.577
2026-06-06 01:50:00,EM001,Bengkel Alat Berat,36.55,1147.545,37.564,65.346
2026-06-06 01:55:00,EM001,Bengkel Alat Berat,43.657,1307.571,36.482,65.169
2026-06-06 02:00:00,EM001,Bengkel Alat Berat,49.368,1315.555,37.239,63.049
2026-06-06 02:05:00,EM001,Bengkel Alat Berat,42.857,1294.341,35.315,67.353
2026-06-06 02:10:00,EM001,Bengkel Alat Berat,34.35,1096.855,36.886,68.043
2026-06-06 02:15:00,EM001,Bengkel Alat Berat,28.242,978.357,35.909,68.624
2026-06-06 02:20:00,EM001,Bengkel Alat Berat,23.054,867.18,37.264,66.101
2026-06-06 02:25:00,EM001,Bengkel Alat Berat,18.308,789.752,36.821,67.47
2026-06-06 02:30:00,EM001,Bengkel Alat Berat,11.647,653.621,33.933,68.991
2026-06-06 02:35:00,EM001,Bengkel Alat Berat,13.732,648.873,34.327,70.559
2026-06-06 02:40:00,EM001,Bengkel Alat Berat,15.988,793.003,32.601,73.263
2026-06-06 02:45:00,EM001,Bengkel Alat Berat,20.411,872.532,35.843,67.177
2026-06-06 02:50:00,EM001,Bengkel Alat Berat,23.12,932.041,34.831,68.533
2026-06-06 02:55:00,EM001,Bengkel Alat Berat,23.12,843.946,35.128,71.635
2026-06-06 03:00:00,EM001,Bengkel Alat Berat,20.647,824.701,34.398,65.131
2026-06-06 03:05:00,EM001,Bengkel Alat Berat,17.24,800.06,34.31,70.21
2026-06-06 03:10:00,EM001,Bengkel Alat Berat,16.665,714.38,33.877,71.536
2026-06-06 03:15:00,EM001,Bengkel Alat Berat,14.578,761.227,35.236,72.836
2026-06-06 03:20:00,EM001,Bengkel Alat Berat,18.22,714.434,34.289,72.04
2026-06-06 03:25:00,EM001,Bengkel Alat Berat,19.268,819.743,33.164,71.934
2026-06-06 03:30:00,EM001,Bengkel Alat Berat,23.973,889.586,32.406,66.332
2026-06-06 03:35:00,EM001,Bengkel Alat Berat,27.61,950.806,31.585,71.38
2026-06-06 03:40:00,EM001,Bengkel Alat Berat,31.169,986.582,37.225,65.184
2026-06-06 03:45:00,EM001,Bengkel Alat Berat,34.036,1115.768,38.672,70.286
2026-06-06 03:50:00,EM001,Bengkel Alat Berat,38.547,1201.825,37.552,61.732
2026-06-06 03:55:00,EM001,Bengkel Alat Berat,34.876,1087.114,36.459,65.399
2026-06-06 04:00:00,EM001,Bengkel Alat Berat,30.601,1054.96,31.224,67.479
2026-06-06 04:05:00,EM001,Bengkel Alat Berat,26.668,977.124,35.056,72.467
2026-06-06 04:10:00,EM001,Bengkel Alat Berat,22.274,895.406,36.254,70.001
2026-06-06 04:15:00,EM001,Bengkel Alat Berat,18.318,740.023,33.842,72.131
2026-06-06 04:20:00,EM001,Bengkel Alat Berat,15.774,784.356,34.303,74.658
2026-06-06 04:25:00,EM001,Bengkel Alat Berat,13.835,723.28,34.586,76.325
2026-06-06 04:30:00,EM001,Bengkel Alat Berat,12.113,677.348,34.947,76.452
2026-06-06 04:35:00,EM001,Bengkel Alat Berat,16.154,731.336,35.133,73.467
2026-06-06 04:40:00,EM001,Bengkel Alat Berat,19.712,830.834,36.129,75.293
2026-06-06 04:45:00,EM001,Bengkel Alat Berat,25.743,921.624,34.924,70.538
2026-06-06 04:50:00,EM001,Bengkel Alat Berat,29.861,1037.813,33.998,71.528
2026-06-06 04:55:00,EM001,Bengkel Alat Berat,34.358,1130.123,36.141,72.336
2026-06-06 05:00:00,EM001,Bengkel Alat Berat,41.29,1245.9,35.696,70.379
2026-06-06 05:05:00,EM001,Bengkel Alat Berat,39.938,1305.451,40.82,66.536
2026-06-06 05:10:00,EM001,Bengkel Alat Berat,38.23,1247.904,36.398,68.234
2026-06-06 05:15:00,EM001,Bengkel Alat Berat,36.502,1137.407,35.027,69.109
2026-06-06 05:20:00,EM001,Bengkel Alat Berat,27.218,939.493,32.815,63.743
2026-06-06 05:25:00,EM001,Bengkel Alat Berat,22.175,848.071,35.337,65.69
2026-06-06 05:30:00,EM001,Bengkel Alat Berat,15.737,766.595,33.751,68.305
2026-06-06 05:35:00,EM001,Bengkel Alat Berat,12.729,663.312,34.68,72.945
2026-06-06 05:40:00,EM001,Bengkel Alat Berat,13.976,686.275,33.92,69.797
2026-06-06 05:45:00,EM001,Bengkel Alat Berat,17.116,752.818,33.1,73.817
2026-06-06 05:50:00,EM001,Bengkel Alat Berat,21.359,805.304,35.003,69.765
2026-06-06 05:55:00,EM001,Bengkel Alat Berat,23.167,912.566,34.326,66.392
2026-06-06 06:00:00,EM001,Bengkel Alat Berat,20.572,857.52,35.794,67.083
2026-06-06 06:05:00,EM001,Bengkel Alat Berat,22.017,859.405,36.616,72.227
2026-06-06 06:10:00,EM001,Bengkel Alat Berat,19.334,765.131,30.966,68.751
2026-06-06 06:15:00,EM001,Bengkel Alat Berat,16.357,754.546,34.577,74.751
2026-06-06 06:20:00,EM001,Bengkel Alat Berat,15.229,743.009,32.722,68.845
2026-06-06 06:25:00,EM001,Bengkel Alat Berat,18.098,763.067,33.445,69.235
2026-06-06 06:30:00,EM001,Bengkel Alat Berat,19.481,787.03,32.919,65.799
2026-06-06 06:35:00,EM001,Bengkel Alat Berat,22.821,859.129,36.55,69.809
2026-06-06 06:40:00,EM001,Bengkel Alat Berat,27.287,921.761,35.229,68.982
2026-06-06 06:45:00,EM001,Bengkel Alat Berat,31.888,1016.169,37.345,67.021
2026-06-06 06:50:00,EM001,Bengkel Alat Berat,36.11,1078.447,33.483,66.708
2026-06-06 06:55:00,EM001,Bengkel Alat Berat,39.102,1207.156,37.015,64.094
2026-06-06 07:00:00,EM001,Bengkel Alat Berat,32.903,1144.717,36.614,64.519
2026-06-06 07:05:00,EM001,Bengkel Alat Berat,31.331,1012.92,34.769,71.386
2026-06-06 07:10:00,EM001,Bengkel Alat Berat,26.903,946.252,35.605,68.421
2026-06-06 07:15:00,EM001,Bengkel Alat Berat,19.584,848.092,34.729,68.016
2026-06-06 07:20:00,EM001,Bengkel Alat Berat,19.188,857.047,34.056,67.039
2026-06-06 07:25:00,EM001,Bengkel Alat Berat,16.208,750.071,33.887,70.171
2026-06-06 07:30:00,EM001,Bengkel Alat Berat,15.255,646.364,33.373,71.989
2026-06-06 07:35:00,EM001,Bengkel Alat Berat,12.594,714.835,34.9,71.862
2026-06-06 07:40:00,EM001,Bengkel Alat Berat,15.827,736.686,33.957,70.777
2026-06-06 07:45:00,EM001,Bengkel Alat Berat,19.85,828.28,35.539,66.555
2026-06-06 07:50:00,EM001,Bengkel Alat Berat,23.949,855.655,36.213,69.691
2026-06-06 07:55:00,EM001,Bengkel Alat Berat,30.606,971.105,38.035,66.344
2026-06-06 08:00:00,EM001,Bengkel Alat Berat,36.242,1189.302,34.579,65.536
2026-06-06 08:05:00,EM001,Bengkel Alat Berat,42.301,1426.303,36.94,70.241
2026-06-06 08:10:00,EM001,Bengkel Alat Berat,47.17,1380.02,35.344,67.755
2026-06-06 08:15:00,EM001,Bengkel Alat Berat,37.603,1330.044,36.59,59.003
2026-06-06 08:20:00,EM001,Bengkel Alat Berat,33.537,1149.297,35.461,68.916
2026-06-06 08:25:00,EM001,Bengkel Alat Berat,27.048,928.805,35.199,68.086
2026-06-06 08:30:00,EM001,Bengkel Alat Berat,22.679,933.692,33.713,69.864
2026-06-06 08:35:00,EM001,Bengkel Alat Berat,18.049,750.185,32.585,70.033
2026-06-06 08:40:00,EM001,Bengkel Alat Berat,12.951,695.756,31.188,63.917
2026-06-06 08:45:00,EM001,Bengkel Alat Berat,14.411,707.268,35.552,69.464
2026-06-06 08:50:00,EM001,Bengkel Alat Berat,17.238,785.724,33.784,69.79
2026-06-06 08:55:00,EM001,Bengkel Alat Berat,21.021,837.8,34.78,72.727
2026-06-06 09:00:00,EM001,Bengkel Alat Berat,23.557,861.646,37.984,67.331
2026-06-06 09:05:00,EM001,Bengkel Alat Berat,21.5,867.71,35.094,67.933
2026-06-06 09:10:00,EM001,Bengkel Alat Berat,19.986,828.68,35.043,63.399
2026-06-06 09:15:00,EM001,Bengkel Alat Berat,19.354,785.346,35.301,66.141
2026-06-06 09:20:00,EM001,Bengkel Alat Berat,15.699,729.831,36.211,69.336
2026-06-06 09:25:00,EM001,Bengkel Alat Berat,15.455,701.268,33.384,71.293
2026-06-06 09:30:00,EM001,Bengkel Alat Berat,17.873,702.548,32.495,65.47
